Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales
CA-2015-115812,2015-06-09,2015-06-14,Standard Class,Brosina Hoffman,Consumer,Los Angeles,California,90032,West,Furniture,Tables,Chromcraft Rectangular Conference Tables,1706.184
CA-2015-115812,2015-06-09,2015-06-14,Standard Class,Brosina Hoffman,Consumer,Los Angeles,California,90032,West,Technology,Phones,Konftel 250 Conference phone - Charcoal black,911.424
CA-2018-114412,2018-04-15,2018-04-20,Standard Class,Andrew Allen,Consumer,Concord,North Carolina,28027,South,Office Supplies,Paper,Xerox 1967,15.552
CA-2017-161389,2017-12-05,2017-12-10,Standard Class,Irene Maddox,Consumer,Seattle,Washington,98103,West,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,407.976
US-2016-118983,2016-11-22,2016-11-26,Standard Class,Harold Pawlan,Home Office,Fort Worth,Texas,76106,Central,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81
US-2016-118983,2016-11-22,2016-11-26,Standard Class,Harold Pawlan,Home Office,Fort Worth,Texas,76106,Central,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,2.544
CA-2015-105893,2015-11-11,2015-11-18,Standard Class,Pete Kriz,Consumer,Madison,Wisconsin,53711,Central,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",665.88
CA-2015-167164,2015-05-13,2015-05-15,Second Class,Alejandro Grove,Consumer,West Jordan,Utah,84084,West,Office Supplies,Storage,Fellowes Super Stor/Drawer,55.5
CA-2015-143336,2015-08-27,2015-09-01,Second Class,Zuschuss Donatelli,Consumer,San Francisco,California,94109,West,Office Supplies,Art,Newell 341,8.56
CA-2015-143336,2015-08-27,2015-09-01,Second Class,Zuschuss Donatelli,Consumer,San Francisco,California,94109,West,Technology,Phones,Cisco SPA 501G IP Phone,213.48
CA-2015-143336,2015-08-27,2015-09-01,Second Class,Zuschuss Donatelli,Consumer,San Francisco,California,94109,West,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72
CA-2017-137330,2017-12-09,2017-12-13,Standard Class,Ken Black,Corporate,Fremont,Nebraska,68025,Central,Office Supplies,Art,Newell 318,19.46
CA-2017-137330,2017-12-09,2017-12-13,Standard Class,Ken Black,Corporate,Fremont,Nebraska,68025,Central,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34
US-2018-156909,2018-07-16,2018-07-18,Second Class,Sandra Flanagan,Consumer,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.372
CA-2016-106320,2016-09-25,2016-09-30,Standard Class,Emily Burns,Consumer,Orem,Utah,84057,West,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63
CA-2017-121755,2017-01-16,2017-01-20,Second Class,Eric Hoffmann,Consumer,Los Angeles,California,90049,West,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648
CA-2017-121755,2017-01-16,2017-01-20,Second Class,Eric Hoffmann,Consumer,Los Angeles,California,90049,West,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57
US-2016-150630,2016-09-17,2016-09-21,Standard Class,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43
US-2016-150630,2016-09-17,2016-09-21,Standard Class,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618
US-2016-150630,2016-09-17,2016-09-21,Standard Class,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2
US-2016-150630,2016-09-17,2016-09-21,Standard Class,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264
US-2016-150630,2016-09-17,2016-09-21,Standard Class,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304
US-2016-150630,2016-09-17,2016-09-21,Standard Class,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858
US-2016-150630,2016-09-17,2016-09-21,Standard Class,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,Lumber Crayons,15.76
CA-2018-107727,2018-10-19,2018-10-23,Second Class,Matt Abelman,Home Office,Houston,Texas,77095,Central,Office Supplies,Paper,Easy-staple paper,29.472
CA-2017-117590,2017-12-08,2017-12-10,First Class,Gene Hale,Corporate,Richardson,Texas,75080,Central,Technology,Phones,GE 30524EE4,1097.544
CA-2017-117590,2017-12-08,2017-12-10,First Class,Gene Hale,Corporate,Richardson,Texas,75080,Central,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92
CA-2016-117415,2016-12-27,2016-12-31,Standard Class,Steve Nguyen,Home Office,Houston,Texas,77041,Central,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328
CA-2016-117415,2016-12-27,2016-12-31,Standard Class,Steve Nguyen,Home Office,Houston,Texas,77041,Central,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992
CA-2016-117415,2016-12-27,2016-12-31,Standard Class,Steve Nguyen,Home Office,Houston,Texas,77041,Central,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058
CA-2016-117415,2016-12-27,2016-12-31,Standard Class,Steve Nguyen,Home Office,Houston,Texas,77041,Central,Technology,Phones,Plantronics HL10 Handset Lifter,371.168
CA-2018-120999,2018-09-10,2018-09-15,Standard Class,Linda Cazamias,Corporate,Naperville,Illinois,60540,Central,Technology,Phones,Panasonic Kx-TS550,147.168
CA-2017-101343,2017-07-17,2017-07-22,Standard Class,Ruben Ausman,Corporate,Los Angeles,California,90049,West,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88
CA-2018-139619,2018-09-19,2018-09-23,Standard Class,Erin Smith,Corporate,Melbourne,Florida,32935,South,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616
CA-2017-118255,2017-03-11,2017-03-13,First Class,Odella Nelson,Corporate,Eagan,Minnesota,55122,Central,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98
CA-2017-118255,2017-03-11,2017-03-13,First Class,Odella Nelson,Corporate,Eagan,Minnesota,55122,Central,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46
CA-2015-146703,2015-10-20,2015-10-25,Second Class,Patrick O'Donnell,Consumer,Westland,Michigan,48185,Central,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96
CA-2017-169194,2017-06-20,2017-06-25,Standard Class,Lena Hernandez,Consumer,Dover,Delaware,19901,East,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0
CA-2017-169194,2017-06-20,2017-06-25,Standard Class,Lena Hernandez,Consumer,Dover,Delaware,19901,East,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8
CA-2016-115742,2016-04-18,2016-04-22,Standard Class,Darren Powers,Consumer,New Albany,Indiana,47150,Central,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22
CA-2016-115742,2016-04-18,2016-04-22,Standard Class,Darren Powers,Consumer,New Albany,Indiana,47150,Central,Office Supplies,Labels,Avery 485,75.18
CA-2016-115742,2016-04-18,2016-04-22,Standard Class,Darren Powers,Consumer,New Albany,Indiana,47150,Central,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16
CA-2016-115742,2016-04-18,2016-04-22,Standard Class,Darren Powers,Consumer,New Albany,Indiana,47150,Central,Furniture,Chairs,"Global Leather Task Chair, Black",89.99
CA-2017-105816,2017-12-11,2017-12-17,Standard Class,Janet Molinari,Corporate,New York City,New York,10024,East,Office Supplies,Fasteners,Advantus Push Pins,15.26
CA-2017-105816,2017-12-11,2017-12-17,Standard Class,Janet Molinari,Corporate,New York City,New York,10024,East,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95
CA-2017-111682,2017-06-17,2017-06-18,First Class,Ted Butterfield,Consumer,Troy,New York,12180,East,Office Supplies,Storage,Home/Office Personal File Carts,208.56
CA-2017-111682,2017-06-17,2017-06-18,First Class,Ted Butterfield,Consumer,Troy,New York,12180,East,Office Supplies,Paper,Xerox 232,32.4
CA-2017-111682,2017-06-17,2017-06-18,First Class,Ted Butterfield,Consumer,Troy,New York,12180,East,Furniture,Chairs,Novimex Turbo Task Chair,319.41
CA-2017-111682,2017-06-17,2017-06-18,First Class,Ted Butterfield,Consumer,Troy,New York,12180,East,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56
CA-2017-111682,2017-06-17,2017-06-18,First Class,Ted Butterfield,Consumer,Troy,New York,12180,East,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0
CA-2017-111682,2017-06-17,2017-06-18,First Class,Ted Butterfield,Consumer,Troy,New York,12180,East,Office Supplies,Binders,Plastic Binding Combs,48.48
CA-2017-111682,2017-06-17,2017-06-18,First Class,Ted Butterfield,Consumer,Troy,New York,12180,East,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68
CA-2016-135545,2016-11-24,2016-11-30,Standard Class,Kunst Miller,Consumer,Los Angeles,California,90004,West,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98
CA-2016-135545,2016-11-24,2016-11-30,Standard Class,Kunst Miller,Consumer,Los Angeles,California,90004,West,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824
CA-2016-135545,2016-11-24,2016-11-30,Standard Class,Kunst Miller,Consumer,Los Angeles,California,90004,West,Office Supplies,Paper,Xerox 1943,146.73
CA-2016-135545,2016-11-24,2016-11-30,Standard Class,Kunst Miller,Consumer,Los Angeles,California,90004,West,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76
US-2016-164175,2016-04-30,2016-05-05,Standard Class,Paul Stevenson,Home Office,Chicago,Illinois,60610,Central,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115
CA-2015-106376,2015-12-05,2015-12-10,Standard Class,Brendan Sweed,Corporate,Gilbert,Arizona,85234,West,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024
CA-2015-106376,2015-12-05,2015-12-10,Standard Class,Brendan Sweed,Corporate,Gilbert,Arizona,85234,West,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968
CA-2017-119823,2017-06-04,2017-06-06,First Class,Karen Daniels,Consumer,Springfield,Virginia,22153,South,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88
CA-2017-106075,2017-09-18,2017-09-23,Standard Class,Henry MacAllister,Consumer,New York City,New York,10009,East,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616
CA-2018-114440,2018-09-14,2018-09-17,Second Class,Tracy Blumstein,Consumer,Jackson,Michigan,49201,Central,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05
US-2016-134026,2016-04-26,2016-05-02,Standard Class,Joel Eaton,Consumer,Memphis,Tennessee,38109,South,Furniture,Chairs,High-Back Leather Manager's Chair,831.936
US-2016-134026,2016-04-26,2016-05-02,Standard Class,Joel Eaton,Consumer,Memphis,Tennessee,38109,South,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04
US-2016-134026,2016-04-26,2016-05-02,Standard Class,Joel Eaton,Consumer,Memphis,Tennessee,38109,South,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784
US-2018-118038,2018-12-09,2018-12-11,First Class,Ken Brennan,Corporate,Houston,Texas,77041,Central,Office Supplies,Binders,Economy Binders,1.248
US-2018-118038,2018-12-09,2018-12-11,First Class,Ken Brennan,Corporate,Houston,Texas,77041,Central,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708
US-2018-118038,2018-12-09,2018-12-11,First Class,Ken Brennan,Corporate,Houston,Texas,77041,Central,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24
US-2015-147606,2015-11-26,2015-12-01,Second Class,Joel Eaton,Consumer,Houston,Texas,77070,Central,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3
CA-2017-127208,2017-06-12,2017-06-15,First Class,Stewart Carmichael,Corporate,Decatur,Alabama,35601,South,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16
CA-2017-127208,2017-06-12,2017-06-15,First Class,Stewart Carmichael,Corporate,Decatur,Alabama,35601,South,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74
CA-2015-139451,2015-10-12,2015-10-16,Standard Class,Duane Noonan,Consumer,San Francisco,California,94122,West,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9
CA-2015-139451,2015-10-12,2015-10-16,Standard Class,Duane Noonan,Consumer,San Francisco,California,94122,West,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39
CA-2016-149734,2016-09-03,2016-09-08,Standard Class,Julie Creighton,Corporate,Durham,North Carolina,27707,South,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984
US-2018-119662,2018-11-13,2018-11-16,First Class,Christopher Schild,Home Office,Chicago,Illinois,60623,Central,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376
CA-2018-140088,2018-05-28,2018-05-30,Second Class,Patrick O'Donnell,Consumer,Columbia,South Carolina,29203,South,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96
CA-2018-155558,2018-10-26,2018-11-02,Standard Class,Paul Gonzalez,Consumer,Rochester,Minnesota,55901,Central,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99
CA-2018-155558,2018-10-26,2018-11-02,Standard Class,Paul Gonzalez,Consumer,Rochester,Minnesota,55901,Central,Office Supplies,Labels,Avery 511,6.16
CA-2017-159695,2017-04-05,2017-04-10,Second Class,Gary Mitchum,Home Office,Houston,Texas,77095,Central,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368
CA-2017-109806,2017-09-17,2017-09-22,Standard Class,Jim Sink,Corporate,Los Angeles,California,90036,West,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1
CA-2017-109806,2017-09-17,2017-09-22,Standard Class,Jim Sink,Corporate,Los Angeles,California,90036,West,Technology,Phones,Panasonic Kx-TS550,73.584
CA-2017-109806,2017-09-17,2017-09-22,Standard Class,Jim Sink,Corporate,Los Angeles,California,90036,West,Office Supplies,Paper,Xerox 1995,6.48
CA-2016-149587,2016-01-31,2016-02-05,Second Class,Karl Braun,Consumer,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,Xerox 1999,12.96
CA-2016-149587,2016-01-31,2016-02-05,Second Class,Karl Braun,Consumer,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34
CA-2016-149587,2016-01-31,2016-02-05,Second Class,Karl Braun,Consumer,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96
US-2018-109484,2018-11-06,2018-11-12,Standard Class,Roger Barcio,Home Office,Portland,Oregon,97206,West,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682
CA-2018-161018,2018-11-09,2018-11-11,Second Class,Parhena Norris,Home Office,New York City,New York,10009,East,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53
CA-2018-157833,2018-06-17,2018-06-20,First Class,Katherine Ducich,Consumer,San Francisco,California,94122,West,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312
CA-2017-149223,2017-09-06,2017-09-11,Standard Class,Elpida Rittenbach,Corporate,Saint Paul,Minnesota,55106,Central,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88
CA-2017-158568,2017-08-29,2017-09-02,Standard Class,Rick Bensley,Home Office,Chicago,Illinois,60610,Central,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624
CA-2017-158568,2017-08-29,2017-09-02,Standard Class,Rick Bensley,Home Office,Chicago,Illinois,60610,Central,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976
CA-2017-158568,2017-08-29,2017-09-02,Standard Class,Rick Bensley,Home Office,Chicago,Illinois,60610,Central,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788
CA-2017-129903,2017-12-01,2017-12-04,Second Class,Gary Zandusky,Consumer,Rochester,Minnesota,55901,Central,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92
US-2016-156867,2016-11-13,2016-11-17,Standard Class,Lena Cacioppo,Consumer,Aurora,Colorado,80013,West,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896
US-2016-156867,2016-11-13,2016-11-17,Standard Class,Lena Cacioppo,Consumer,Aurora,Colorado,80013,West,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36
US-2016-156867,2016-11-13,2016-11-17,Standard Class,Lena Cacioppo,Consumer,Aurora,Colorado,80013,West,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882
CA-2018-119004,2018-11-23,2018-11-28,Standard Class,Janet Martin,Consumer,Charlotte,North Carolina,28205,South,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112
CA-2018-119004,2018-11-23,2018-11-28,Standard Class,Janet Martin,Consumer,Charlotte,North Carolina,28205,South,Technology,Phones,Speck Products Candyshell Flip Case,27.992
CA-2018-119004,2018-11-23,2018-11-28,Standard Class,Janet Martin,Consumer,Charlotte,North Carolina,28205,South,Office Supplies,Art,Newell Chalk Holder,3.304
CA-2016-129476,2016-10-15,2016-10-20,Standard Class,Pete Armstrong,Home Office,Orland Park,Illinois,60462,Central,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96
CA-2018-146780,2018-12-25,2018-12-30,Standard Class,Cynthia Voltz,Corporate,New York City,New York,10035,East,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96
CA-2017-128867,2017-11-03,2017-11-10,Standard Class,Clay Ludtke,Consumer,Urbandale,Iowa,50322,Central,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96
CA-2017-128867,2017-11-03,2017-11-10,Standard Class,Clay Ludtke,Consumer,Urbandale,Iowa,50322,Central,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24
CA-2015-115259,2015-08-25,2015-08-27,Second Class,Ryan Crowe,Consumer,Columbus,Ohio,43229,East,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096
CA-2015-115259,2015-08-25,2015-08-27,Second Class,Ryan Crowe,Consumer,Columbus,Ohio,43229,East,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72
CA-2015-115259,2015-08-25,2015-08-27,Second Class,Ryan Crowe,Consumer,Columbus,Ohio,43229,East,Office Supplies,Paper,Xerox 1921,23.976
CA-2015-115259,2015-08-25,2015-08-27,Second Class,Ryan Crowe,Consumer,Columbus,Ohio,43229,East,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464
CA-2016-110457,2016-03-02,2016-03-06,Standard Class,Dave Kipp,Consumer,Seattle,Washington,98103,West,Furniture,Tables,Hon Racetrack Conference Tables,787.53
US-2016-136476,2016-04-05,2016-04-10,Standard Class,Greg Guthrie,Corporate,Bristol,Tennessee,37620,South,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794
CA-2017-103730,2017-06-12,2017-06-15,First Class,Steven Cartwright,Consumer,Wilmington,Delaware,19805,East,Furniture,Furnishings,Artistic Insta-Plaque,47.04
CA-2017-103730,2017-06-12,2017-06-15,First Class,Steven Cartwright,Consumer,Wilmington,Delaware,19805,East,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84
CA-2017-103730,2017-06-12,2017-06-15,First Class,Steven Cartwright,Consumer,Wilmington,Delaware,19805,East,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56
CA-2017-103730,2017-06-12,2017-06-15,First Class,Steven Cartwright,Consumer,Wilmington,Delaware,19805,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02
CA-2017-103730,2017-06-12,2017-06-15,First Class,Steven Cartwright,Consumer,Wilmington,Delaware,19805,East,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04
US-2015-152030,2015-12-26,2015-12-28,Second Class,Alan Dominguez,Home Office,Houston,Texas,77041,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558
US-2015-134614,2015-09-20,2015-09-25,Standard Class,Philip Fox,Consumer,Bloomington,Illinois,61701,Central,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7
US-2018-107272,2018-11-05,2018-11-12,Standard Class,Troy Staebel,Consumer,Phoenix,Arizona,85023,West,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388
US-2018-107272,2018-11-05,2018-11-12,Standard Class,Troy Staebel,Consumer,Phoenix,Arizona,85023,West,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992
US-2017-125969,2017-11-06,2017-11-10,Second Class,Lindsay Shagiari,Home Office,Los Angeles,California,90004,West,Furniture,Chairs,"Global Task Chair, Black",81.424
US-2017-125969,2017-11-06,2017-11-10,Second Class,Lindsay Shagiari,Home Office,Los Angeles,California,90004,West,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56
US-2018-164147,2018-02-02,2018-02-05,First Class,Dorothy Wardle,Corporate,Columbus,Ohio,43229,East,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97
US-2018-164147,2018-02-02,2018-02-05,First Class,Dorothy Wardle,Corporate,Columbus,Ohio,43229,East,Office Supplies,Paper,Xerox 1916,78.304
US-2018-164147,2018-02-02,2018-02-05,First Class,Dorothy Wardle,Corporate,Columbus,Ohio,43229,East,Office Supplies,Fasteners,Staples,21.456
CA-2017-145583,2017-10-13,2017-10-19,Standard Class,Lena Creighton,Consumer,Roseville,California,95661,West,Office Supplies,Paper,Xerox 195,20.04
CA-2017-145583,2017-10-13,2017-10-19,Standard Class,Lena Creighton,Consumer,Roseville,California,95661,West,Office Supplies,Paper,Xerox 1880,35.44
CA-2017-145583,2017-10-13,2017-10-19,Standard Class,Lena Creighton,Consumer,Roseville,California,95661,West,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52
CA-2017-145583,2017-10-13,2017-10-19,Standard Class,Lena Creighton,Consumer,Roseville,California,95661,West,Office Supplies,Fasteners,Ideal Clamps,4.02
CA-2017-145583,2017-10-13,2017-10-19,Standard Class,Lena Creighton,Consumer,Roseville,California,95661,West,Office Supplies,Binders,GBC Wire Binding Strips,76.176
CA-2017-145583,2017-10-13,2017-10-19,Standard Class,Lena Creighton,Consumer,Roseville,California,95661,West,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88
CA-2017-145583,2017-10-13,2017-10-19,Standard Class,Lena Creighton,Consumer,Roseville,California,95661,West,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12
CA-2017-110366,2017-09-05,2017-09-07,Second Class,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8
CA-2018-106180,2018-09-18,2018-09-23,Standard Class,Sally Hughsby,Corporate,San Francisco,California,94122,West,Office Supplies,Art,Newell 343,8.82
CA-2018-106180,2018-09-18,2018-09-23,Standard Class,Sally Hughsby,Corporate,San Francisco,California,94122,West,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86
CA-2018-106180,2018-09-18,2018-09-23,Standard Class,Sally Hughsby,Corporate,San Francisco,California,94122,West,Office Supplies,Paper,Xerox 1911,143.7
CA-2018-155376,2018-12-22,2018-12-27,Standard Class,Sandra Glassco,Consumer,Independence,Missouri,64055,Central,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43
CA-2016-110744,2016-09-07,2016-09-12,Standard Class,Helen Andreada,Consumer,Pasadena,California,91104,West,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93
CA-2015-110072,2015-10-22,2015-10-28,Standard Class,Maureen Gastineau,Home Office,Newark,Ohio,43055,East,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888
